content,score
aplikasi nya sudah sangat mudah di gunakan dan nyaman tapi ada beberapa bug yang harus di benerin contoh nya ketika login pasti tidak bisa padahal sudah memasukkan nama dengan benar sandi juga sudah benar tapi di situ tertulis pulihkan akun,3
mantab,5
"Tolong kenapa saya tidak bisa buat di postingan baru ya,ga bisa di bagiin layarnya hitam aja ,lama lama aneh banget ini ig.",2
"suka error kalo liat story ig, muka sudah ber kali kali mendapatkan hal yang sama.",3
Mantap lah,5
keren 👍,5
Sangat membantu dlm pekerjaan,5
Josssss,5
tiba tiba akun log out dengan sendirinya berkali kali,2
Nyaman digungakan foto untuk kenang kenangan,5
"kok jadi sering keluar dari akun yaa? tulisannya pemilik akun ganti sandi, gimana ni?",3
"skrng di update jadi gaada filter kesayangan nyaa ilang, tolong dong igg masukin lagi filter ∴dog (하관+ 중안부)",4
APLIKASI INI BAGUS SEKALI BUAT FOTO DAN VIDIO 👍👍👍👍,5
Follow dari semua video aplotan saya dan rekan rekan lnstagram karena di instagram ini saya dapat banyak pelajaran buat hidup saya,5
Aplikasi ini sangat bagus👍😎,4
Apa aja bs di dapat🥰 sangat membantu❤️,5
oke,5
bagus,5
Sangat bagus tapi Ig saya tidak bisa untuk siaran langsung,3
Bagus,5
aplikasi yang sangat bagus tapi mengapa saya tidak bisa live?,3
Aplikasinya bagus tapi akun kan udah punya akun malah ke riset jadi pindah ke akun baru kenapa si ke riset padahal aku gk pernah live di instagram tolong perbaiki ya usah segitu aja bye 🙏,4
Bagus,4
Dari instagram ku banyak belajar 😎😎,5
Ok,5
Kenapa belakangan ini aplikasinya tidak bisa di buka ya?. Padahal sudah di perbaharui lho.... (KECEWA),2
Ok,5
kok bisa yaah instagram kasih iklan penipuan 🤭🤣🤣,2
Bagaimana cara memindahkan foto yang berada insight ke dalam sorotan,5
Ukuran aplikasi terlalu besar,1
Instagram itu cukup baik,4
Tidak tersimpan d layar utama,3
sangat kehece,5
"Mantap, saya sangat suka Instagram",5
Suka Sekali ❤,5
sangat baik,5
bagus,5
sangat bagus,5
"Di pake instragram,gak masuk",4
"Sedih akun lama gak balik, sekarang pakai akun baru 🥹",5
Sangat baik dan seru,5
Makin hari makin ngelag,1
"even 1 star is not appropriate for Instagram app. my account is gone, when I want to appeal, I can't send photo of my ID. pathetic app, please restore it like it used to be.",1
memorable,5
"kenapa saya sering tidak bisa upload story? sudah sering laporkan masalah, tapi esoknya tetap terjadi masalah itu. tolong perbaiki sistemnya. terima kasih",2
Why is my account suddenly gone.,1
"Dulu share sesuatu di ig views nya banyak sekarang puluhan aja harus mati2an nge share nya, semoga ig bs lebih memperhatikan kreator pemula seperti kami",4
Mantap,5
Nice,5
"kok saya stuck di logo instagram saja ya pas login? Saya tidak bisa masuk ke dalam aplikasi sama sekali. Tolong Instagram ini bagaimana? Kenapa bisa terjadi? Saya buka aplikasi yang lainnya baik-baik saja. Saya download ig lite juga sama, tidak bisa masuk. Hanya stuck di logo instagram saja.",1
"Bagus aplikasi nya, karna ada instagram saya mendapatkan banyak teman online, terimakasih ya instagram, yang belum punya wajib instal ❤❤",5
"Sangat komunikatif, menyenangkan",5
Nice,5
Aplikasi yang bikin HEPI semoga bermanfaat buat kita semua,5
Bagus,5
Hallo Instagram support team tolong fi bantu tidak bisa buka beranda,2
Love aplikasi terbaik muach muachh,5
Jelek kayak 🐖 soal nya sdh daftar tau nya gk bisa,1
Kok makin sini bnyk bug nya si tolong dong di perbaiki lagi,3
aplikasi bodo² knpa itu story bisa hilang padahal belum 24 jam sa kasi kamu bintang 1,1
"Sangat puas dan nyaman menggunakan ig ini ,trm ksh",5
Bilkis pevayosa br Tarigan Umur 9 tahun,2
"Kesel poll, pas mau masukno kodenya selalu keluar"" sendiri",2
"Ig menyimpan setiap kenangan yang aku punya, Thanks",5
Instagram sering bug gak bisa buka story sama postingan padahal sinyal bagus buka aplikasi lain,2
Bagus banget aku suka awwww,5
"Klinik nya ramah dokter dokter nya komunikatif, enak di ajak bicara, dan obat obat nya tepat sasaran.... terimakasih arahman",5
Mantappp,4
Sementara tak kasih 2jika lancar ntar ditambahi lagi bintang nya,2
Terimakasih,5
Filter ilng,1
Good 👍,5
"kocak gabisa ngepost sg, always ngestuck di 90% cape bgt BANGET",1
bagusss,5
Aplikasinya sangat bagus,5
sangat memuaskan,5
Terlalu banyak menampilkan adegan berbahaya,1
Bagus,5
Kaciwww,5
Karna bagus,2
knp permintaan pengikut tidak ada,3
Saya bingung cara laporkan akun yg promosikan judi online itu gimana. Ga ada opsi nya dalam laporkan,1
Memuaskan.,5
"Setiap abis buka ig tombol home seakan ga berfungsi, terkadang hp suka ngelag sendiri mati sendiri.. Tiba* muncul di logo, duh ribet",5
saya sangat suka instagram karena saya suka berfoto,5
Apik bolo,5
Ok mantab,5
Bgs aj si,5
buruk,1
"Hallo Instagram, filter Instagram Sangat buruk komen untuk beberapa postingan saja langsung di blokir akun dinonaktifkan secara permanen, tolong perbaiki kinerja Meta Instagram seperti tahun kebelakang 2022 , karena penggunaan Instagram tahun 2024 tidak aman komen 3 saja langsung menghilangkan akun",1
Tolong kembalikan format foto seperti awal rilis,1
👌,5
Allah hummasolli ala sayyidina Muhammad,5
Good,5
👍,5
Kok Instagram saya tidak bisa di update ya?,2
lebih tingkat kan lagi keamanan nya dan pitur pitur tebaik nya,5
Jos,5
Nice,5
Bagus banget,5
Apk ini sangat berguna bisa untuk ber foto 2 dengan filter yg sangat lucu,5
Lumayan bagus,3
Bagus buat foto foto,5
Terbaik,5
Terbaik,5
Bbagus,4
"ko aku gabisa update si, saya sebagai pecinta Instagram kecewa beratt💔💔💔😡😡😡",2
Aplikasj ini tidak bisa live,3
"jangan di hapus please arsip story, padahal sering buat story ig biar bisa dilihat lagi ehh sekarang dihapuss:((",1
Ok,5
Saya ingin mendonglot capcut,5
"please add remove song feature at intagram post, because when i add song to my feeds it crop the picture automatically. Or maybe you can fix that adding song dont crop the picture",2
bisa gk sih gk usah bikin akun di private gara gara bawah umur? soalnya gw pengen publik tapi gk bisa. tolong ya jangan update kayak sampah,1
Maaf kenapa yaa semua akun instagram saya gak bisa nyimpan hasil potretan dari instagram tapi kalok sejenis vidio bisa,5
Good,5
bagus,5
"Menggunakan aplikasi ini memudahkan kita berkomunikasi dengan orang yang ada di kontak dan bahkan biasa melihat realss jika gabut,",5
Bagus,5
saya suka,5
Sangat bermanfaat,5
Ok bagus sekali,5
"kocak, udah ganti pw dipindahkan ke hp baru malah gabisa",1
🍾🍾👝👜⭐🌟,2
"kenapa kalo mau buat story vidio pake musik sekarang gabisa, ada tulisan ""terjadi masalah harap coba lagi"" gitu trus cok eror nya jelek banget dih",1
baguss,5
suka gangguan,3
Bagus bgt,5
Seruuuuuuuuuuuuuu,5
Instagram tolong banget jangan hilangin fitur arsip karna saya menyimpan banyak banget kenangan yg ngak bisa saya simpan di memori hp saya Tolong banget yaa 🙏,5
Bagus sekali,5
Instagramnya ngebug tata letak followersnya jadi kecil,2
"Instagram Adain penerjemah bahasa di reels atau di SG yuk mudah2n nnti ada yaa sama adaiin buat follow org lagi pihak Instagram jangan 8ribu,Adain batas buat komen ig yg bnyk dong 🥰",5
Update terus memori penuh nih gimana si 🙂,2
mantap,5
Oke baget,5
"Bagus banget , bisa tambah pengatahuan n wawasan yang luas",5
"Instagram iya saya menyukai apa lagi sudah menjadi profesional,nah itu adalah peluang besar bagi yang minat moniti ✍️🤗🥰❣️",5
Media info bagus,5
"resolusi untuk story terlalu rendah, dan terkadang pecah, ganti kek yang bener",1
berguna bgtt bgtt bgtt,5
kenapa sihh akunn maasih ke hack keamanan nyaa gimana sihh,3
Setelah diupload bukannya makin bagus tapi tambah jelek,1
instagram gabisa login ini kenapa woy ????,1
membantu sekali untuk bisnis saya,5
Josss,5
Kok gak bisa pin postingan?,1
kenapa jadi ga bjsa fotoo siii mana bisa nya bikin vdio doangg😔,1
Sangat bermanfaat utk branding,5
🔥🔥,5
instagram ini sangat seru tapi sayangnya saya tidak bisa live,5
Sangat bgg,5
"instagram sudah saya update tapi masih belum ada fitur baru di instagram saya, tolong kasih fitur instagram baru di instagram saya!",4
Sangat recomanded,5
omagad,5
Apk nya gak bisa di buka baru tak dowlond malah keluar lagi,1
mantapp,5
Bgus,5
Fani love you,5
Terbaik instagram,5
Aplikasi ini sangat lah bagus TPI harus agak d perbaiki yah,4
baguss banget buat aku yang hobby foto😻😻😻😻😻,5
Aplikasi nya cepat sekali menyerap kuota,3
Aplikasi mantaps,5
Bagus,5
So bad,1
Ini kenapa ga bisa di install aplikasi ny Tolong perbaiki ya,2
Jelek bngt bngtt bnyk bug nya masa buat akun cuma bisa 2 padahal saya butuh banget udah berap kali lapor malah ga ada perubahan dan masih banyak lagi ke jelekan lainnya ga usah di download aja soalnya magin ke sini magin jelek ngerugiin kita doangg🥱,1
Sangat baik,5
"Why is my Instagram not working, even though the signal is good and I can use Instagram on another cellphone normally? Please fix it again",1
Biasa aj sii,5
"tolong perbaiki aplikasinya, masa kalo mau post foto/vidio enggak bisa mucul di galeri yang tersimpan di Sd card.. malahyg muncul hasil SS doang😭. tolonglah perbaiki apk nya baangggg.. kecewaaa bngeettt dgn apk ini",1
Bgus skalii,5
"BALIKIN MODE INSTAGRAM YANG LAMA, INI KO ABIS DI UPDATE MALAH MAKIN PRIVASI BANGET, JDI GA BISA LIAT POSTINGAN YANG DI LIKE SAMA PENGIKUT MASING-MASING, ""KEMBALIKAN MODE INSTAGRAM YANG LAMA MIN‼️‼️""",1
Okey,5
Bagus tapi ngeleg jadi kesel,4
Bagus bngt,5
The best,5
"sebenernya bagus insta ini, berguna juga buat aku. Tapi makin lama makin jelek fiturnya di insta ku, beda ga kaya insta orang lain. Beberapa hari ini insta ku di setiap postingan rells itu gaada waktu nya, harusnya ada waktunya di bawah postingannya kan? tapi malah gaada. oiya, ig ku tu aneh bgt kalo ada waktunya di postingannya, waktunya bukan dibawah tapi waktunya itu diatas, di sebelah username. bukan cuma itu, trs lagunya, lagunya gaada judulnya cuma nama penyanyinya. mengganggu bgt, risih.",2
bad,1
mohon di perbaiki padahal jaringan bagus dan volume hp sudah di kasih keras tpi pas di tekan suaranya di ig gk kedengaran suara nya pas nonton story jga GK ad suara nya dan GK gerak video nya di reels nya jga gitu bagaimana ini mohon di perbaiki error nya,2
Nice app for all,5
"1. ig suka error sendiri padahal sinyal bisa dibilang ok bgt, gaada masalah samsek. tapi sering gabisa nonton insta story gt, mana first acc aku sering keubah status akun nya, awalnya akun profesional tapi aku ubah ke pribadi eh tb tb ke profesional lg 2. story story sebelumnya pada hilang, kek WHATT?! udah bingung bgt ni ig kenapa setelah update malah makin makin bahkan like dari story nya yg udah 100 an + komen juga keapus padahal story nya masih ada.... padahal sinyal lg baik baik aja",3
pengen ada fitur repost reels,4
Sering eror,1
mkin di update malah makin nge bug,2
"kenapa ya akun saya tiba² di suspend tanpa sebab,padahal saya tidak melakukan apapun,mohon pihak ig segera memproses!",1
PLS INI KENAPAAA STORYY GA MASUKK ARSIPPPPPP,1
ok,5
Aplikasi nya bagus,4
Lov,5
Beritanya sesuai fakta,5
sangat memadai,5
mantaplah,5
Bagus,5
Good very-very,5
awesome,5
baguss👍,5
filter nya rada kurang,1
"aneh, setiap update ada fitur baru malah nambah bug baru, ini suka force close sekarang abis update",1
Good job,5
Good,5
So good,5
Good ..... And good,5
Sangat bagus,5
Instagram sangat bermanfaat dn berguna smg sukss sll aamiin,5
akun ku ilang jinkk,4
"fitur upload foto yang lebih dari 10 foto di saya kok belum bisa ya, masih maksimal 10 foto kalau mau upload di feeds, padahal aplikasinya sudah di update😔",3
Sangat bagus,5
Sangat bagus,5
Josss,5
mantap,5
"Ini knpa mkin bnyak lag nya si elah, perbaiki dong min, masa udh d update mlah mkin turun performa nya banyak bugnya",1
"Ga bisa upload video, hp udah canggih gini masih aja Error.",5
nge bug Mulu dan akun aku juga di blokir padahal ga ngapa ngapain,1
okew baik,5
drama box keren,5
Intagram saya gk bisa bukah saya berkali kali coba knp gk bisa yhh??,1
walah ig semakin kacau ngeleknya semakin parah,1
selalu bug saat menyusun layout di bagian buat story nya,1
tolong akun ig saya supaya jadi terkenal 🤣,5
ini bagus sekali,1
Top,5
sangat lah bagus sekali,5
Cukup bagus,5
"aplikasi gajelas, postingan gw soundnya di sunting terus pas mau di ganti pake sound yang lain malah gabisa. gajelas masa harus post ulang !?",1
Jujur aplikasi ny baguss dan memuaskan apa lagi untuk filternya bagus baguss,5
"Bug ga lucu, gabisa foll gbisa like gbisa komen padahal gada pembatasan aneh bngt udh hampri 2minggu di laporin ga di fix, terserah dah udh di rate bintang 5 gara gara bug ini auto bintang 1",1
"Akun saya di hack, masa email yg tertaut bisa di ganti email org lain ga masuk akal, ayo developer di perketat lagi",1
Kenapa fitur baru di akun saya tiba2 hilang ya. Sedih sekali. Padahal udah di update versi terbaru.,3
"very good, i like it",5
Sangat puas,5
Mantap,1
"""stiker interaktif tidak bisa ditutupi"" padahal dulu bisa lohh(buat background), gaasik Instagram skrng, kembalikan fiturnya, aku ganti bintang ulasannya",1
Kok skrg sering ngelag sma ngebug,1
"Padahal kemarin sebelum update udah bagus.. dri tampilan, terjemahan di bahwa komentar.. sekarang tambah jelek",3
Senang dimengerti,5
"halo admin mohon maaf nih, ini kenapa ya aplikasi instagram punya saya tidak bisa di buka atau ada virus soal tadi saya buka aplikasi instagram saya tidak bisa mohon dicari tau admin/devloper nanti saya kasih 5 bintang lagi kalau sudah benar benar aman mohon maaf meng'ganggu 😁🙏🏻",4
kenapa ya setiap bulan sekarang di update terus.. jadi klo ga di update ga bisa liat story.. makin kurang nih tolong ya perbaiki lagi,4
saya tidak bisa buat akun,1
Sangat menarikj,3
bagus,5
video saya viral di ig. mantap,5
Sangat menyenangkan,5
Ok,5
Mantap,5
Luar biasa tambah canggih,4
mau post foto malah nge lag dan keluar sendiri. hp jadi panas bgt tolong diperbaiki.,2
Bagus loh aplikasi tapi pas aku cari filter malah gak ada 😔,5
Aplikasi ini bagus banget,5
mantap,5
bisa berbagi keadaan kondisi keceriaan b,5
Pokonya suka,4
mantap,5
Very good,5
Selalu baikk,5
instagram ok,5
Tidak bisa masuk mendaftar,2
ngleg,4
apilasi nyah sangat banggus terimakasih instagram,5
Bagus,1
Sangat menarik bermain aplikasi ini ❤🫂,5
Aplikasi yg sangat bagus,5
Muantep,5
Ok,5
sangat bagus,5
Keren,5
Ig knppp sihh woyyyy,1
Bagus banget tpi sekira nya kode nya cepet masuk,5
Sanhat bagus membanru berkomunikasi dan mencari teman...mendapatkan berita yang lagi nge trend,5
lumayan lah,3
"Gondok liat apk ini gk bisa login""",1
sangatttttttttt bagusssssssssssssss👍🏼,5
Baguss bngett..,5
gimana si ini disuru bikin kata sandi malah kata sandi salah ig ig,1
update lag8 kak,5
Stop supporting genocide and zionist. #AllEyesOnRafah,1
minusnya belum bisa cari lagu pop Indonesia,5
Sangat menyenangkan💯,5
balikin filternya plis,4
Ini kenapa apk nya dibuat login error,1
kd bnyk smbt lgi apk nya sangat² bagus banar,5
👍👍top👍👍,4
Sangat membantu,5
"I can't login with my account, that say ""wrong password"" But, I think the password for my account right and I remember it Please give me solution for my problem Thanks ...",1
Ok sangat membatu,5
tidak bisa login ke akun instagram dan tidak bisa mengubah bahasa tolong segera diperbaiki.,1
Lumayan bisa membantu jugak,5
"Kenapa akun ig saya harus ajukan banding, padahal ga ngapa2in",5
bagus banget tapi kok gak bisa di Download sih udah berulang ulang tapi gak bisa.,3
ok,5
mantap,5
sangat bagus sih apa lagi kalau foto,5
Susah buat akun nya tapi seru,3
Habis update knp tidak bisa promosi ke whatsapp Tiap iklan ke whatsapp kesalahan terus,1
Instagramku ini gunanya buat apa.,3
Puas menyenangkan dan mudah di gunakan kalo bisa bnyakin lagi fitur2 nya biar lebih menarik,5
mantap,5
yeyey,5
Sangat baik👍👍👍,5
Aplikasi sangat bagus,5
Maksih dan sangat memuaskan,5
Update nya jelek bg👎👎👎👎👎👎👎👎👎👎,1
Bagus,5
Maaf saya kasih bintang 2 karena instagram ini kalau saya buka aplikasi ini selalu buat akun setiap hari dan selalu eror dan gk ada gambar 1 pun mohon di perbaiki lagi 😊.,2
Tidak bisa mengupdate dan filter IG tdk berfungsi,1
"Posting foto feed ukuran 1350x1080 pixel diandroid tidak bisa, feednya jadi kacau (berantakan) perbaiki ini untuk android",1
Bwoleh,4
Tidak bisa buat akun,1
The best,5
Terimakasih instagram banyak memberi pengalaman baru,5
"Kenapa fitur template tidak bisa di saya, dan juga postingan saya tidak direkomendasikan",1
Mantap bisa membantu promosi,5
Sangat baik,5
Gag bisa masuk dihubungkan fb juga tidak bisa payah,1
Semoga Sukses,5
Sangat bagus,5
sngtt baik,5
Cukup baik,5
Good job👍,5
"Bgus tapi loading Mulu , suka gk bisa download efek nya loading,tapi bgus bgt cocok buat yg suka chattan di Instagram 👍👍",4
jelek sangat sangat jelek ga kaya dulu,1
"ini instagram ngapa sih,gw udah laporin bug baik² bukannya difix malah nambah lagi masalah 1.musik profil tidak tersedia,dulu pernah bikin terus gabisa diganti sekarang karna fiturnya hilang 2.note musik,fiturnya baru aja hilang padahal saya suka nyari lagu disitu tolonglah pihak instagram,gua udh laporin bug berkali² dan banyak orang yang mengalami hal yg sama",1
Is the best,5
saya sangat suka dengan aplikasi ini!😁,4
Bagus,5
Tidak bisa di pke efekx ndk mau muncul jelek,1
terbaik,5
Seru banget gw suka banyak fiturnya tapi ada yg kurang yaitu lanjut part 2,4
"Apa apaan nih, saya di blokir sama seseorang di akun pertama saya tetapi pada saat saya mencarinya pada akun kedua saya entah kenapa juga ikut di blokir sekaligus semua akun yang terdaftar di perangkat saya meskipun saya sudah mencoba login lewat perangkat yang berbeda, padahal yang di blokir cuma akun pertama saya tapi kenapa saya tidak bisa melihat akun dia lewat semua akun yang terdaftar di perangkat saya. Tolong perbaiki hal ini maka saya akan meninggikan rating saya. Terimakasih 🙏",1
aaaaaaaaaaa aplikasiny bagus bngt😍😍😍suka dehhh,5
sp this app is very good,4
Ga bahaya tah,5
Good,5
baguslah.,3
"sbnrnya bagus , tapi konten telanjang tdk di larang .. tp yg selalu dpt teguran malah org yg komen di postingan yg memicu kemarahan .. Parah 👎👎👎👎👎",1
i like it,5
Perfect.,5
"Baguss, aplikasi optimal digunakan sehari-hari dan aku nyaman banget pakai aplikasi media sosial ini👍",5
Lumayan bagus,4
"bagus apk nya ,dan bermanfaat",4
Apknya kren,5
seru bangat,5
luar biasa,5
Sangat cocok untuk saling berbagi,5
"I think, we need nearby user radar feature for instagram. That feature would make instagram perfect",3
Sangat memuaskan saya,5
Bagussss aku sukaaa,5
Semoga menjadi sumber cuan,4
seruu cuyy minus nya banyak bocil² alay anjr,5
karna filter yang begitu baguss dan menyenangkan untuk berfoto,4
Best,5
Bagus,5
Bagusss,5
kenalan sm crush disini 😁,5
senang banget,5
Tapi sayh punya satua ulasan untuk Instagram kenapa sayh tidak bisa live maka sayh ganti akun,5
Keren,4
sangat bagus,5
Kenapa mode Flipside di hapus?,3
"UNTUK POSTINGAN JANGAN DI JADIKAN 3:4 AKU SANGAT TIDAK SUKA, LEBIH BAIK TETAP 1:1. AKU SANGAT KECEWA DENGAN UPDATE TERBARU",1
God apl,5
kenapa saya tidak bisa aptudet instagram,5
"Ini kenapa iklannya kebanyakan judol anjir, padahal ga pernah tertarik apalagi main, capek ngapusin 1-1. Udah kebanyakan iklan, isinya 50:50 antara postingan mutual sama iklan, iklannya juga ga mutu lagi gws dah meta",1
